Axis: (0, -0.48414563432721947)
Axis: (1, 0.8745384075441756)
Axis: (0, -0.4715109714041566)
Axis: (1, 0.8844264046143986)
Axis: (0, -0.4588457899716178)
Axis: (0, -0.44935453352458266)
Axis: (1, 0.891018402661214)
Axis: (0, -0.4398632770775475)
Axis: (1, 0.8976409192175054)
Axis: (0, -0.4303720206305124)
Axis: (0, -0.42088076418347725)
Axis: (1, 0.9009369182409132)
Axis: (0, -0.4303720206305124)
Axis: (1, 0.9042329172643208)
Axis: (0, -0.4398632770775475)
Axis: (0, -0.44935453352458266)
Axis: (0, -0.4683370464186529)
Axis: (0, -0.4936674092837306)
Axis: (1, 0.8976409192175054)
Axis: (0, -0.05377361369670705)
Axis: (1, -0.0858485671559801)
Axis: (1, 0.02966399121066927)
Axis: (1, 0.016449476607562488)
Axis: (1, -6.103701895199438e-05)
Axis: (1, -0.01654103213599048)
Axis: (1, -0.03964354380932035)
Axis: (1, -0.06936857203894162)
Axis: (1, -0.09576708273567919)
Axis: (1, -0.11224707785271767)
Axis: (1, -0.13867610705893124)
Axis: (1, -0.14856410412915433)
Axis: (1, -0.1650746177556688)
Axis: (1, -0.1749626148258919)
Axis: (1, -0.1881771294289987)
Axis: (1, -0.19806512649922178)
Axis: (1, -0.20798364207892087)
Axis: (1, -0.2739646595660268)
Axis: (0, -0.9936521500289925)
Axis: (1, -0.3003631702627644)
Axis: (0, -0.97781304361095)
Axis: (1, -0.3267921994689779)
Axis: (0, -0.9556566057313761)
Axis: (1, -0.3498947111423078)
Axis: (0, -0.9398480178228096)
Axis: (1, -0.39939573351237523)
Axis: (0, -0.9461653492843409)
Axis: (1, -0.4554887539292581)
Axis: (0, -0.879726554155095)
Axis: (1, -0.46540726950895717)
Axis: (0, -0.7752922147282326)
Axis: (0, -0.5854365672780542)
Axis: (1, -0.4521927549058504)
Axis: (0, -0.0727866451002533)
Axis: (1, -0.14197210608233893)
Axis: (0, -0.0347911008026368)
Axis: (0, -0.05377361369670705)
Axis: (1, -0.0858485671559801)
Axis: (0, -0.05063020722067934)
Axis: (1, -0.0792565691091647)
Axis: (0, -0.05377361369670705)
Axis: (3, -0.07788323618274484)
Axis: (3, -0.14951017792291024)
Axis: (3, -0.1619922482985931)
Axis: (0, -0.05063020722067934)
Axis: (3, -0.1868953520310068)
Axis: (0, -0.05377361369670705)
Axis: (1, -0.0825525681325724)
Axis: (3, -0.2087160863063448)
Axis: (0, -0.05063020722067934)
Axis: (1, -0.0792565691091647)
Axis: (3, -0.26477858821375166)
Axis: (0, -0.05377361369670705)
Axis: (1, -0.0825525681325724)
Axis: (3, -0.31464583269753105)
Axis: (0, -0.05063020722067934)
Axis: (3, -0.38938566240424816)
Axis: (4, 0.03558458204901273)
Axis: (4, 0.006439405499435408)
Axis: (0, -0.05377361369670705)
Axis: (1, -0.0792565691091647)
Axis: (3, -0.5171361430707724)
Axis: (4, -0.01620532853175451)
Axis: (0, -0.05063020722067934)
Axis: (1, -0.0825525681325724)
Axis: (3, -0.6510818811609241)
Axis: (4, -0.05505539109469894)
Axis: (3, -0.772576067384869)
Axis: (4, -0.08740501113925596)
Axis: (0, -0.05377361369670705)
Axis: (3, -0.8940702536088138)
Axis: (4, -0.10681478316599018)
Axis: (0, -0.05063020722067934)
Axis: (3, -1.000030518509476)
Axis: (4, -0.12625507370220038)
Axis: (0, -0.05377361369670705)
Axis: (1, -0.0792565691091647)
Axis: (1, -0.0825525681325724)
Axis: (4, -0.12298959318826869)
Axis: (0, -0.05063020722067934)
Axis: (4, -0.1683095797601245)
Axis: (4, -0.3010040589617603)
Axis: (0, -0.05377361369670705)
Axis: (1, -0.0792565691091647)
Axis: (4, -0.4304635761589404)
Axis: (1, -0.0825525681325724)
Axis: (3, -0.9532761619922483)
Axis: (4, -0.5922727134006776)
Axis: (1, -0.0792565691091647)
Axis: (3, -0.825525681325724)
Axis: (4, -0.7087618640705587)
Axis: (0, -0.05063020722067934)
Axis: (1, -0.0825525681325724)
Axis: (3, -0.6853541673024689)
Axis: (4, -0.8188116092410047)
Axis: (0, -0.05377361369670705)
Axis: (3, -0.5514084292123173)
Axis: (4, -0.8641010773033845)
Axis: (1, -0.0792565691091647)
Axis: (3, -0.4112063966795862)
Axis: (4, -0.9158909878841517)
Axis: (3, -0.3302102725302896)
Axis: (4, -0.9450056459242531)
Axis: (0, -0.05063020722067934)
Axis: (1, -0.0825525681325724)
Axis: (3, -0.28037354655598623)
Axis: (4, -0.9579760124515518)
Axis: (0, -0.05377361369670705)
Axis: (1, -0.0792565691091647)
Axis: (3, -0.22428052613910338)
Axis: (4, -0.9612109744560076)
Axis: (3, -0.16821802423169652)
Axis: (4, -0.9644459364604633)
Axis: (0, -0.05063020722067934)
Axis: (3, -0.14017151402325512)
Axis: (4, -0.967680898464919)
Axis: (0, -0.05377361369670705)
Axis: (1, -0.0825525681325724)
Axis: (3, -0.1152684102908414)
Axis: (3, -0.0934476760155034)
Axis: (3, -0.056062501907406845)
Axis: (0, -0.05063020722067934)
Axis: (3, -0.015564439832758568)
Axis: (0, -0.05377361369670705)
Axis: (3, -0.006225775933103427)
Axis: (3, 0.021820734275337993)
Axis: (4, -0.9709158604693747)
Axis: (3, 0.040498062074648275)
Axis: (0, -0.05063020722067934)
Axis: (1, -0.0792565691091647)
Axis: (3, 0.05609302041688284)
Axis: (4, -0.967680898464919)
Axis: (0, -0.05377361369670705)
Axis: (3, 0.07477034821619312)
Axis: (1, -0.0825525681325724)
Axis: (3, 0.08410901211584826)
Axis: (1, -0.0792565691091647)
Axis: (3, 0.07477034821619312)
Axis: (0, -0.05063020722067934)
Axis: (3, 0.062318796349986265)
Axis: (4, -0.9709158604693747)
Axis: (1, -0.0825525681325724)
Axis: (3, 0.052980132450331126)
Axis: (4, -0.967680898464919)
Axis: (3, 0.04361095004119999)
Axis: (3, 0.034272286141544844)
Axis: (0, -0.05377361369670705)
Axis: (3, 0.021820734275337993)
Axis: (4, -0.9709158604693747)
Axis: (1, -0.0792565691091647)
Axis: (3, 0.012482070375682853)
Axis: (4, -0.967680898464919)
Axis: (0, -0.05063020722067934)
Axis: (3, 0.0031128879665517136)
Axis: (4, -0.9709158604693747)
Axis: (1, -0.0825525681325724)
Axis: (3, -0.006225775933103427)
Axis: (0, -0.05377361369670705)
Axis: (3, -0.015564439832758568)
Axis: (3, -0.02490310373241371)
Axis: (0, -0.05063020722067934)
Axis: (3, -0.034272286141544844)
Axis: (0, -0.05377361369670705)
Axis: (3, -0.04361095004119999)
Axis: (3, -0.05294961394085513)
Axis: (0, -0.05063020722067934)
Axis: (3, -0.06228827784051027)
Axis: (3, -0.07162694174016541)
Axis: (1, -0.0792565691091647)
Axis: (3, -0.08722190008239998)
Axis: (0, -0.05377361369670705)
Axis: (3, -0.09967345194860683)
Axis: (0, -0.05063020722067934)
Axis: (1, -0.0825525681325724)
Axis: (3, -0.11212500381481369)
Axis: (0, -0.05377361369670705)
Axis: (3, -0.12149418622394483)
Axis: (3, -0.13394573809015167)
Axis: (0, -0.05063020722067934)
Axis: (1, -0.0792565691091647)
Axis: (3, -0.14639728995635853)
Axis: (1, -0.0825525681325724)
Axis: (3, -0.15265358439893795)
Axis: (4, -0.9547410504470961)
Axis: (3, -0.14951017792291024)
Axis: (4, -0.8705710013122959)
Axis: (0, -0.05377361369670705)
Axis: (4, -0.7605517746513261)
Axis: (0, -0.05063020722067934)
Axis: (1, -0.0792565691091647)
Axis: (4, -0.6375621814630573)
Axis: (1, -0.0825525681325724)
Axis: (3, -0.15576647236548968)
Axis: (4, -0.5016327402569658)
Axis: (3, -0.1619922482985931)
Axis: (4, -0.3462935270241401)
Axis: (0, -0.05377361369670705)
Axis: (4, -0.16183965575121312)
Axis: (1, -0.0792565691091647)
Axis: (3, -0.1588793603320414)
Axis: (4, -0.09063997314371167)
Axis: (0, -0.05063020722067934)
Axis: (3, -0.13083285012359996)
Axis: (4, -0.08417004913480025)
Axis: (1, -0.0825525681325724)
Axis: (3, -0.14017151402325512)
Axis: (1, -0.0792565691091647)
Axis: (3, -0.12460707419049653)
Axis: (4, -0.08093508713034456)
Axis: (0, -0.05377361369670705)
Axis: (1, -0.0825525681325724)
Axis: (3, -0.00933866389965514)
Axis: (4, -0.032380138554033024)
Axis: (0, -0.05063020722067934)
Axis: (1, -0.0792565691091647)
Axis: (3, 0.0)
Axis: (4, -0.01620532853175451)
Axis: (0, -0.05377361369670705)
Axis: (3, 0.09970397045808282)
Axis: (4, -0.012970366527298808)
Axis: (3, 0.22431104464857937)
Axis: (4, -0.01620532853175451)
Axis: (1, -0.0825525681325724)
Axis: (3, 0.3177587206640828)
Axis: (0, -0.05063020722067934)
Axis: (1, -0.0792565691091647)
Axis: (3, 0.5015717032380138)
Axis: (0, -0.05377361369670705)
Axis: (1, -0.0825525681325724)
Axis: (3, 0.6947233497116001)
Axis: (4, -0.01944029053621021)
Axis: (1, -0.0792565691091647)
Axis: (3, 0.8037354655598621)
Axis: (1, -0.0825525681325724)
Axis: (3, 0.9439374980925932)
Axis: (4, -0.05182042909024323)
Axis: (1, -0.0792565691091647)
Axis: (3, 1.0)
Axis: (4, -0.08417004913480025)
Axis: (4, -0.006500442518387402)
Axis: (0, -0.05063020722067934)
Axis: (1, -0.0825525681325724)
Axis: (4, 0.07440412610248115)
Axis: (0, -0.05377361369670705)
Axis: (3, 0.9875484481337932)
Axis: (4, 0.16177861873226113)
Axis: (3, 0.9158909878841517)
Axis: (4, 0.2653584398937956)
Axis: (0, -0.05063020722067934)
Axis: (3, 0.8567155980101931)
Axis: (4, 0.39155247657704395)
Axis: (0, -0.05377361369670705)
Axis: (1, -0.0792565691091647)
Axis: (3, 0.7943968016602069)
Axis: (4, 0.5080721457564012)
Axis: (1, -0.0825525681325724)
Axis: (3, 0.7134006775109104)
Axis: (4, 0.6698812829981383)
Axis: (0, -0.05063020722067934)
Axis: (3, 0.6417432172612689)
Axis: (4, 0.7896359141819513)
Axis: (0, -0.05377361369670705)
Axis: (1, -0.0792565691091647)
Axis: (3, 0.5514084292123173)
Axis: (4, 0.8834803308206427)
Axis: (1, -0.0825525681325724)
Axis: (3, 0.5202490310373241)
Axis: (3, 0.4860072634052553)
Axis: (0, -0.05063020722067934)
Axis: (3, 0.4641865291299173)
Axis: (4, 0.8899502548295541)
Axis: (0, -0.05377361369670705)
Axis: (1, -0.0792565691091647)
Axis: (3, 0.43614001892147586)
Axis: (0, -0.05063020722067934)
Axis: (3, 0.4112369151890622)
Axis: (1, -0.0825525681325724)
Axis: (3, 0.36762596514786217)
Axis: (4, 0.8931852168340099)
Axis: (0, -0.05377361369670705)
Axis: (1, -0.0792565691091647)
Axis: (3, 0.35514389477217934)
Axis: (4, 0.8899502548295541)
Axis: (1, -0.0825525681325724)
Axis: (3, 0.33646656697286903)
Axis: (4, 0.8931852168340099)
Axis: (1, -0.0792565691091647)
Axis: (3, 0.3177587206640828)
Axis: (3, 0.3053071687978759)
Axis: (4, 0.8964201788384655)
Axis: (0, -0.05063020722067934)
Axis: (1, -0.0825525681325724)
Axis: (3, 0.2959685048982208)
Axis: (1, -0.0792565691091647)
Axis: (3, 0.2834864345225379)
Axis: (4, 0.8996551408429212)
Axis: (0, -0.05377361369670705)
Axis: (1, -0.0825525681325724)
Axis: (3, 0.27414777062288276)
Axis: (4, 0.9093600268562884)
Axis: (1, -0.0792565691091647)
Axis: (3, 0.26792199468977934)
Axis: (4, 0.9190649128696554)
Axis: (0, -0.05063020722067934)
Axis: (1, -0.0825525681325724)
Axis: (3, 0.2585833307901242)
Axis: (4, 0.9255348368785669)
Axis: (1, -0.0792565691091647)
Axis: (3, 0.24924466689046906)
Axis: (4, 0.9287697988830226)
Axis: (3, 0.23987548448133794)
Axis: (4, 0.9352702414014099)
Axis: (0, -0.05377361369670705)
Axis: (1, -0.0825525681325724)
Axis: (3, 0.24298837244788965)
Axis: (4, 0.9449751274147771)
Axis: (0, -0.05063020722067934)
Axis: (1, -0.0792565691091647)
Axis: (3, 0.2336497085482345)
Axis: (4, 0.9514450514236885)
Axis: (1, -0.0825525681325724)
Axis: (3, 0.22119815668202766)
Axis: (4, 0.9546800134281441)
Axis: (1, -0.0792565691091647)
Axis: (3, 0.2087466048158208)
Axis: (1, -0.0825525681325724)
Axis: (3, 0.19937742240668965)
Axis: (4, 0.9579149754325998)
Axis: (1, -0.0792565691091647)
Axis: (3, 0.19003875850703453)
Axis: (0, -0.05377361369670705)
Axis: (1, -0.0825525681325724)
Axis: (3, 0.18070009460737937)
Axis: (0, -0.05063020722067934)
Axis: (3, 0.17136143070772422)
Axis: (0, -0.05377361369670705)
Axis: (3, 0.1619922482985931)
Axis: (1, -0.0792565691091647)
Axis: (3, 0.15576647236548968)
Axis: (4, 0.9255348368785669)
Axis: (1, -0.0825525681325724)
Axis: (3, 0.15265358439893795)
Axis: (4, 0.8834803308206427)
Axis: (0, -0.05063020722067934)
Axis: (4, 0.8381603442487869)
Axis: (0, -0.05377361369670705)
Axis: (1, -0.0792565691091647)
Axis: (4, 0.7896359141819513)
Axis: (0, -0.05063020722067934)
Axis: (1, -0.0825525681325724)
Axis: (4, 0.7540208136234626)
Axis: (0, -0.05377361369670705)
Axis: (3, 0.14954069643238624)
Axis: (4, 0.7152012695699942)
Axis: (4, 0.6666463209936827)
Axis: (3, 0.13708914456617938)
Axis: (4, 0.5889767143772698)
Axis: (0, -0.05063020722067934)
Axis: (1, -0.0792565691091647)
Axis: (3, 0.09970397045808282)
Axis: (4, 0.5274819177831355)
Axis: (0, -0.05377361369670705)
Axis: (1, -0.0825525681325724)
Axis: (3, 0.0934781945249794)
Axis: (4, 0.4271675771355327)
Axis: (0, -0.05063020722067934)
Axis: (3, 0.08725241859187598)
Axis: (4, 0.34949797051911985)
Axis: (0, -0.05377361369670705)
Axis: (3, 0.07477034821619312)
Axis: (4, 0.24591814935758538)
Axis: (0, -0.05063020722067934)
Axis: (3, -0.006225775933103427)
Axis: (4, 0.1456038087099826)
Axis: (0, -0.05377361369670705)
Axis: (4, 0.12619403668324838)
Axis: (1, -0.0792565691091647)
Axis: (3, -0.012451551866206854)
Axis: (4, 0.11648915066988129)
Axis: (0, -0.05063020722067934)
Axis: (1, -0.0825525681325724)
Axis: (4, 0.10678426465651418)
Axis: (0, -0.05377361369670705)
Axis: (1, -0.0792565691091647)
Axis: (3, -0.00933866389965514)
Axis: (4, 0.09704886013367107)
Axis: (1, -0.0825525681325724)
Axis: (4, 0.08087405011139256)
Axis: (0, -0.05063020722067934)
Axis: (1, -0.0792565691091647)
Axis: (3, -0.17444380016479996)
Axis: (4, -0.10034485915707878)
Axis: (0, -0.05377361369670705)
Axis: (3, -0.2056031983397931)
Axis: (4, -0.9320657979064303)
Axis: (3, -0.24610126041444136)
Axis: (4, -0.8608661152989288)
Axis: (1, -0.0825525681325724)
Axis: (3, -0.26477858821375166)
Axis: (4, -0.8058717612231818)
Axis: (0, -0.05063020722067934)
Axis: (3, -0.2710043641468551)
Axis: (4, -0.7249366740928374)
Axis: (1, -0.0792565691091647)
Axis: (3, -0.27414777062288276)
Axis: (4, -0.6764122440260018)
Axis: (3, -0.2772606585894345)
Axis: (4, -0.5955076754051332)
Axis: (1, -0.0825525681325724)
Axis: (4, -0.5146031067842647)
Axis: (0, -0.05377361369670705)
Axis: (4, -0.47251808221686453)
Axis: (1, -0.0792565691091647)
Axis: (4, -0.4077883236182745)
Axis: (1, -0.0825525681325724)
Axis: (4, -0.3624988555558947)
Axis: (1, -0.0792565691091647)
Axis: (4, -0.2945341349528489)
Axis: (1, -0.0825525681325724)
Axis: (4, -0.2556840723899045)
Axis: (1, -0.0792565691091647)
Axis: (3, -0.26789147618030335)
Axis: (4, -0.17801446577349161)
Axis: (1, -0.0825525681325724)
Axis: (3, -0.24298837244788965)
Axis: (4, -0.1424298837244789)
Axis: (3, -0.22116763817255164)
Axis: (4, -0.12298959318826869)
Axis: (0, -0.05063020722067934)
Axis: (3, -0.19315164647358624)
Axis: (4, -0.10681478316599018)
Axis: (3, -0.1837824640644551)
Axis: (4, -0.10357982116153447)
Axis: (1, -0.0792565691091647)
Axis: (3, -0.17444380016479996)
Axis: (4, -0.10034485915707878)
Axis: (0, -0.05377361369670705)
Axis: (1, -0.0825525681325724)
Axis: (3, -0.16821802423169652)
Axis: (5, -1.000030518509476)
Axis: (5, -0.9608142338328196)
Axis: (1, -0.0792565691091647)
Axis: (4, -0.10357982116153447)
Axis: (5, -0.5372783593249306)
Axis: (1, -0.0825525681325724)
Axis: (3, -0.17133091219824823)
Axis: (4, -0.10034485915707878)
Axis: (5, 0.08233893856624043)
Axis: (1, -0.0792565691091647)
Axis: (3, -0.16821802423169652)
Axis: (5, 0.7568590350047304)
Axis: (5, 1.0)
Axis: (0, -0.05063020722067934)
Axis: (1, -0.0825525681325724)
Axis: (3, -0.17133091219824823)
Axis: (3, -0.16821802423169652)
Axis: (5, 0.8823511459700308)
Axis: (0, -0.05377361369670705)
Axis: (1, -0.0792565691091647)
Axis: (3, -0.17133091219824823)
Axis: (5, 0.36469618823816646)
Axis: (1, -0.0825525681325724)
Axis: (5, -0.1294289986877041)
Axis: (1, -0.0792565691091647)
Axis: (4, -0.10357982116153447)
Axis: (5, -0.6235541856135747)
Axis: (1, -0.0825525681325724)
Axis: (4, -0.10034485915707878)
Axis: (5, -0.9765007477034822)
Axis: (1, -0.0792565691091647)
Axis: (3, -0.16821802423169652)
Axis: (5, -1.000030518509476)
Button: 2
Axis: (0, -0.05063020722067934)
Axis: (1, -0.0825525681325724)
Axis: (0, -0.05377361369670705)
Axis: (3, -0.17133091219824823)
Axis: (1, -0.0792565691091647)
Axis: (3, -0.16821802423169652)
Axis: (0, -0.05063020722067934)
Axis: (1, -0.0825525681325724)
Button: 0
Axis: (0, -0.05377361369670705)
Axis: (3, -0.17133091219824823)
Axis: (4, -0.10357982116153447)
Axis: (0, -0.05063020722067934)
Axis: (1, -0.0792565691091647)
Axis: (4, -0.10034485915707878)
Axis: (3, -0.16821802423169652)
Axis: (4, -0.10357982116153447)
Button: 3
Axis: (0, -0.05377361369670705)
Axis: (1, -0.0825525681325724)
Axis: (4, -0.10034485915707878)
Axis: (0, -0.05063020722067934)
Axis: (1, -0.0792565691091647)
Axis: (3, -0.17133091219824823)
Axis: (4, -0.10357982116153447)
Axis: (0, -0.05377361369670705)
Axis: (4, -0.10034485915707878)
Button: 3
Axis: (1, -0.0825525681325724)
Axis: (0, -0.05063020722067934)
Axis: (0, -0.05377361369670705)
Axis: (1, -0.0792565691091647)
Button: 3
Axis: (3, -0.16821802423169652)
Axis: (4, -0.10357982116153447)
